id,comuna,ruta,veredicto,paginas,tiene_tablas,rangos,paginas_utiles,confianza,metodo,nota,sesion,fin
antuco_6a8c2701ac,antuco,Ordenanzas ordenadas\OCR ok\antuco_ordenanza_resolucionacto__Decreto_4_2003.pdf,TEXTO,9,no,,0,MEDIA,,"OJO nombre engañoso ('ordenanza_resolucionacto'): es la Ordenanza Local de DERECHOS MUNICIPALES (tasas en UTM). Su Titulo X 'derechos relativos a urbanizacion y construccion' fija solo tarifas de tramites (certificados, permisos por m2), NO parametros de zonas. No es el PRC.",S3,2026-07-14T13:01:20
antuco_6e6a6c8986,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanzas_sobre_subvenciones_municipales_del_22092004__Decreto_201_2004.pdf,TEXTO,6,no,,0,MEDIA,,Ordenanza sobre subvenciones municipales a organizaciones sociales. Ajena al PRC.,S3,2026-07-14T13:01:20
antuco_750d5f92e0,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_municipal_sobre_alimentacion_saludable_y_promocion_de___Decreto_9914_2018.pdf,TEXTO,5,no,,0,ALTA,TEXTO,NO ES PRC: Ordenanza municipal sobre alimentacion saludable y promocion de actividad fisica (Decreto 9914/2018). Texto completo 5/5 pags: 0 hits urbanisticos.,S2,2026-07-14T13:00:40
antuco_8cb8ef07d8,antuco,Ordenanzas ordenadas\OCR ok\antuco_decreto_ordenanza_de_cierre_o_implementacion_de_las_medidas_de_control_de_acceso__Decreto_2_2022.pdf,TEXTO,6,no,,0,ALTA,TEXTO,NO ES PRC: Ordenanza 02-2022 de cierre/control de acceso de calles y pasajes (Direccion Seguridad Publica). Texto completo 6/6 pags: 0 hits urbanisticos.,S2,2026-07-14T13:00:40
antuco_a307e160f7,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_aprueba_ordenanza_n22026_municipal_sobretenencia_responsable_de_mascotas__Decreto_2_2026.pdf,TEXTO,35,no,,0,ALTA,TEXTO,NO ES PRC: Ordenanza 2/2026 tenencia responsable de mascotas y animales de compania. Texto completo 35/35 pags: 0 hits urbanisticos.,S2,2026-07-14T13:00:40
antuco_b5c79e7916,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_otorgamiento_de_beca_municipal_de_ensenanza_superior_de___Decreto_3_2023.pdf,ESCANEADO,11,no,,0,MEDIA,,"Decreto 3/2023, modifica Ordenanza N01/23 Otorgamiento Beca Municipal Ensenanza Superior. Confirmado visual pag1,6,10-11 (arts.21-24, firmas cierre): solo becas, sin tablas de normas urbanisticas.",Ordenanzas S5,2026-07-15T08:10:33
antuco_bfd726be07,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_aseo_ornato_y_tenencia_responsable_de_mascotas_del_27_4___Decreto_205_2015.pdf,TEXTO,18,no,,0,ALTA,TEXTO,"NO ES PRC: Ordenanza municipal de aseo, ornato y tenencia responsable de mascotas (Decreto 205/2015). Texto completo 18/18 pags: 0 hits en las 10 senales urbanisticas. Candidato a descarte en triage.",S2,2026-07-14T13:00:40
antuco_cf1f19aa56,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_municipal_sobre_subvenciones_municipales__Decreto_1_2026.pdf,ESCANEADO,12,no,,0,MEDIA,,"Ordenanza N000001 municipal sobre subvenciones municipales (Antuco, ene2026, 12pp), modifica ordenanza previa N000001 de 11.09.2025. Texto corrido articulado (comision evaluacion, postulacion/seleccion, rendicion cuentas). Sin cuadros de zonas/usos de suelo/coeficientes. Confirmado pag1,6-7,10.",Ordenanzas S5,2026-07-15T08:10:07
antuco_d28ae29f7e,antuco,Ordenanzas Descargadas\1-600\antuco_decreto_ordenanza_sobre_subvenciones_municipalies__Decreto_2_2023.pdf,ESCANEADO,5,no,,0,MEDIA,,"Ordenanza N02/23 sobre subvenciones municipales Antuco (30.01.2023, 5pp), deja sin efecto Decreto N201 de 2004. Texto corrido articulado (disposiciones generales, otorgamiento, convenios, rendicion cuentas). Sin cuadros de zonas/usos de suelo/coeficientes. Confirmado pag1,3,5.",Ordenanzas S5,2026-07-15T08:10:07
arauco_3f3661db80,arauco,Ordenanzas ordenadas\OCR ok\arauco_110_deja_sin_efecto_declaratorias_de_utilidad_publica_en_relacion_al_plan_regula__resolucion110modificaplanregulador.pdf,TEXTO,4,si,3-4,2,ALTA,TEXTO,"Trampa 'deja sin efecto' correctamente identificada por Fase 1: el mismo acto tambien promulga la modificacion (area urbana Horcones). p3: usos permitidos/prohibidos por zona (ZH-1,ZH-2,ZE-3,ZE-4,ZI-1,ZI-2,ZPC,ZNE). p4: tabla completa de normas urbanisticas (art.19) con COS, CC, altura, sistema de agrupamiento, superficie predial minima, adosamiento. Documento es 1 pagina de una edicion completa del Diario Oficial (contiene tambien una noticia de partido politico intercalada).",revision-cobertura,2026-07-15T13:25:22
arauco_e66cc4b08e,arauco,Ordenanzas ordenadas\OCR ok\arauco_1377_fija_nuevas_normas_urbanisticas_a_terrenos_desafectados_de_declaratoria_de___Exportar.pdf,MIXTO,3,no,,0,MEDIA,,"Renderizado pag2-3. 'Cuadro' anunciado en pag1 es tabla de TRAMOS DE VIAS (Nombre calle, Tramo Desde/Hasta, Observacion) que asigna fajas desafectadas a zonas ya existentes (EXP, RM1, RE2). Sin parametros urbanisticos: solo remite a zonas cuya norma esta en la Ordenanza del PRC base (documento distinto).",Ordenanzas S5,2026-07-15T07:48:16
arauco_ebca67629f,arauco,Ordenanzas ordenadas\OCR ok\arauco_7920_apruebase_enmienda_al_plan_regulador_comunal_de_arauco__DTO7920_14DIC2018.pdf,TEXTO,2,si,2-2,1,ALTA,TEXTO+VISUAL,"Enmienda PRC Arauco: cuadro Donde dice / Debe decir en p2 (IMAGEN; el texto los muestra vacios y paginas_con_imagen viene vacio). Columnas: zona, superficie predial minima, frente predial, % ocupacion, coef constructibilidad, agrupamiento, altura. Zonas D (equip. especial) y EXS (extension): altura 7 -> 8,4 m (+20%). Enmienda art.19 Cap.IV Parrafo 3.",S2,2026-07-14T13:01:16
arauco_f5170042c6,arauco,Ordenanzas Descargadas\1-600\arauco_el_proyecto_de_plan_regulador_comunal__2daa2ffb-430a-4ba5-81f2-722e27cad4cd.pdf,ESCANEADO,20,si,6-9,4,ALTA,VISUAL,"NO es el PRC completo, es Enmienda N1 al PRC de Arauco (memoria explicativa + acta COSOC) para subir altura maxima zonas D (Equipamiento Deportivo) y EXS (Extension Urbana Sur) de 7m a 8.4m. Pag6 introduce Normas Urbanisticas zona D y EXS. Pag7 usos permitidos/prohibidos Zona D y EXO/EXP/EXS. Pag8 tabla completa NORMAS ESPECIFICAS que se mantienen vigentes: superficie predial minima, frente predial minimo, %ocupacion suelo, coef.max constructibilidad, agrupamiento, altura maxima -mas tabla comparativa PRC vigente vs enmienda. Pag9 cronograma+acta sin normas. Resto (1-5,10-20) acta sesion COSOC con firmas, sin contenido normativo.",Ordenanzas S5,2026-07-15T08:11:14
arica_35367f1a8d,arica,Ordenanzas ordenadas\OCR ok\arica_ordenanza_ordenanza_plan_regulador_comunal_de_arica__ORDENANZA_PLAN_REGULADOR.pdf,TEXTO,86,si,"29-52,82-85",28,ALTA,TEXTO+VISUAL,"ARICA: Ordenanza del PRC (86p). NUCLEO pags 29-52: Titulo 2 'Normas especificas de usos de suelo y condiciones de subdivision y edificacion' (Art 39) = un articulo por zona con DOS sub-cuadros (usos de suelo + condiciones de edificacion: predial minima, densidad, agrupamiento, antejardin, distanciamientos, altura, rasante, CC, COS). 24 zonas (ZR1-ZR4, ZM1-ZM2, ZCA, ZC, ZPE, ZT2-ZT3, ZI1-ZI3, ZP-Puerto, ZP1-ZP5, ZCE, ZV/EP, ZET, ZDD, ZER, ZMN, ZCH), practicamente una zona por pagina. Tablas NATIVAS de buena calidad, no escaneadas. Pag 28 = solo indice de zonas (excluida). Anadidas 82-85: Titulo 4 infraestructura de transporte, normas por USO (no por zona) con agrupamiento/distanciamiento/ocupacion. Pags 53-81 = desafectaciones, patrimonio, vialidad, areas de riesgo.",S1,2026-07-14T13:04:31
arica_3a9a1fd9d6,arica,Ordenanzas ordenadas\OCR ok\arica_resumen_ejecutivo_modificacion_plan_regulador_comunal__Resumen-PRC.pdf,TEXTO,52,si,13-47,35,ALTA,TEXTO+VISUAL,"ARICA: Resumen ejecutivo de la Modificacion del PRC (abr-2017). Seccion 2.3 'Zonificacion de usos de suelo y normas urbanisticas por zona' = pags 13-47. NO hay cuadro columnar COS/CC: las normas vienen en PROSA, un ARTICULO POR ZONA (ZC-1, ZSC-1..6, ZR-1..4, ZM, ZMM-x, ZMP-x, ZE-x, ZCH/ICH/MH) con altura maxima, densidad Hab/Ha, agrupamiento, antejardin, subdivision predial minima y usos. Las cifras concretas arrancan en pag 18 y cierran en 47 (donde empieza 2.4 Vialidad). Rango parte en 13 (inicio de seccion) por precaucion. 12 pags con imagen miradas una a una: p9/p11/p12 mapas+cuadros de superficie (Ha/%), p14/p34/p50/p51/p52 planos puros, p26 criterios de riesgo tsunami, p29/p42/p46 mapa + texto de normas. La tabla columnar clasica, si se necesita, esta en la Ordenanza Local (documento aparte: ver arica_35367f1a8d).",S1,2026-07-14T13:05:49
buin_0151e354a9,buin,Ordenanzas Descargadas\1-600\buin_resolucion_129_estudio_de_capacidad_vial_plan_regulador_comunal_entre_utp_aristo__129_UTP%20Aristo%20Consultores%20y%20otros.pdf,ESCANEADO,20,no,,0,MEDIA,,"Decreto TC N129/444 aprueba contrato I.Municipalidad Buin y UTP Aristo Consultores SpA + Faseuno Consultores Ltda para Estudio Capacidad Vial PRC. Puro texto contractual (objeto, plazos, pago, obligaciones, multas, termino anticipado, cesion, personerias, firmas). Confirmado pag1,2,5,6,9,10,13,14,17,18,19,20 de 20. Unica tabla es de porcentajes de pago por etapa, no zonificacion.",Ordenanzas S5,2026-07-15T08:11:23
buin_283038cbfa,buin,Ordenanzas Descargadas\1-600\buin_resolucion_354_estudio_capacidad_vial_plan_regulador_comunal__TC%20354.pdf,ESCANEADO,4,no,,0,MEDIA,,"Decreto TC N354 adjudica licitacion publica Estudio Capacidad Vial PRC (ID 2723-53-LE23) a mismo oferente UTP Aristo/Faseuno. Confirmado 4 paginas completas: antecedentes proceso licitacion, decreto adjudicacion, tabla condiciones garantia fiel cumplimiento (beneficiario, monto, glosa, custodia), firmas cierre. Sin normas urbanisticas de zona.",Ordenanzas S5,2026-07-15T08:11:23
buin_2aacc9c509,buin,Ordenanzas Descargadas\1-600\buin_resolucion_115_estudio_capacidad_vial_plan_regulador_entre_utp_consultores_spa_c__115_UTP%20ARISTO%20CONSULTORES%20CON%20FASEUNO.pdf,ESCANEADO,5,no,,0,ALTA,visual,"Decreto TC 444/2023 (17.10.2023), I.Municipalidad de Buin. Aprueba Contrato N129 con UTP Aristo Consultores SpA/Faseuno Consultores para ejecutar el 'Estudio Capacidad Vial Plan Regulador Comunal'. Puramente administrativo-contractual (adjudicacion de licitacion), sin ningun valor de norma urbanistica.",S2,2026-07-15T08:10:27
buin_339efc4426,buin,Ordenanzas ordenadas\OCR ok\buin_3269_plan_regulador_comunal_para_buin_en_sus_areas_urbanizables_y_de_desarrallo___2237138.pdf,TEXTO,2,no,,0,ALTA,TEXTO,"BUIN: Diario Oficial 21-dic-2022, extracto que COMUNICA EL INICIO de la Evaluacion Ambiental Estrategica del estudio 'PRC para Buin en sus areas urbanizables y de desarrollo prioritario' (decreto 3269). Texto completo de las 2 pags leido: solo organo responsable, antecedentes, criterios de desarrollo sustentable, objetivos ambientales y lugares de exposicion. Menciona 'normas urbanisticas' como objetivo del futuro plan, sin ningun valor ni zona. El PRC aun no existe.",S1,2026-07-14T13:02:09
buin_3e883cc146,buin,Ordenanzas Descargadas\1-600\buin_resolucion_41_aumento_plazo_estudio_capacidad_vial_plan_regulador_entre_aristo_c__41_UTP%20ARISTO%20FASEUNO.pdf,ESCANEADO,5,no,,0,ALTA,visual,"Decreto TC 243/2025 (24.07.2025), I.Municipalidad de Buin. Aprueba aumento de plazo (485 dias corridos) del contrato 'Estudio Capacidad Vial Plan Regulador Comunal' ID 2723-53-LE23 con UTP Aristo Consultores/Faseuno. Puramente administrativo-contractual, sin norma urbanistica.",S2,2026-07-15T08:10:27
buin_48a1cd0f36,buin,Ordenanzas Descargadas\1-600\buin_resolucion_926_acuerdo_n_131_aprueba_dar_inicio_a_la_elaboracion_del_plan_regula__926.pdf,TEXTO,1,no,,0,ALTA,TEXTO,"BUIN: decreto alcaldicio 1 pagina (abr-2022) que aprueba el Acuerdo N131 del Concejo Municipal para DAR INICIO a la elaboracion del PRC en areas urbanizables y de desarrollo prioritario. Tramite puro, texto completo leido, sin normas.",S1,2026-07-14T13:02:09
buin_63a2b8d6c2,buin,Ordenanzas Descargadas\1-600\buin_resolucion_454_estudio_capacidad_vial_plan_regulador_comunal__TC%20454.pdf,ESCANEADO,2,no,,0,ALTA,visual,"Decreto TC 454/2024 (29.11.2024), I.Municipalidad de Buin. Autoriza aumento de plazo (213 dias, hasta 02.07.2025) del proyecto 'Estudio Capacidad Vial Plan Regulador Comunal' ID 2723-53-LE23. Puramente administrativo-contractual, sin norma urbanistica.",S2,2026-07-15T08:10:28
buin_759d3d572e,buin,Ordenanzas Descargadas\1-600\buin_resolucion_444_estudio_capacidad_vial_plan_regulador_comunal__TC%20444.pdf,ESCANEADO,1,no,,0,ALTA,visual,"Decreto TC 444/2023 (19.12.2024, texto reitera N444 fechado 17.10.2023 -- ver posible duplicado catalogado dos veces, comparar con buin_2aacc9c509) I.Municipalidad de Buin. Aprueba contrato aumento de plazo 213 dias (01.12.2024-02.07.2025) proyecto Estudio Capacidad Vial Plan Regulador Comunal. Puramente administrativo-contractual, sin norma urbanistica.",S2,2026-07-15T08:10:28
buin_8b376c44eb,buin,Ordenanzas Descargadas\1-600\buin_resolucion_87_modificacion_evaluacion_ambiental_estrategica_plan_regulador_comun__87_Patricio%20Contreras.pdf,ESCANEADO,4,no,,0,ALTA,visual,"Decreto TC 409/2022 (12.12.2022), I.Municipalidad de Buin. Aprueba modificacion de clausula sexta letra b) del contrato con Patricio Contreras Rojas para 'Evaluacion Ambiental Estrategica Plan Regulador Comunal'. Puramente administrativo-contractual, sin norma urbanistica.",S2,2026-07-15T08:10:28
buin_9c3128675c,buin,Ordenanzas Descargadas\1-600\buin_resolucion_400_estudio_capacidad_vial_plan_regulador_comunal__TC%20400.pdf,ESCANEADO,1,no,,0,MEDIA,,Dec.TC 400/2025 Buin: solo designa a un nuevo Inspector Tecnico de Servicio para el contrato del 'Estudio Capacidad Vial Plan Regulador Comunal' (aun en ejecucion). Puro tramite administrativo/de personal.,S3,2026-07-15T08:10:45
buin_c524c2d265,buin,Ordenanzas Descargadas\1-600\buin_resolucion_376_estudio_capacidad_vial_plan_regulador_comunal__TC%20376.pdf,ESCANEADO,4,no,,0,MEDIA,,"Dec.TC 376/2024 Buin: relato administrativo de la tramitacion del contrato 'Estudio Capacidad Vial Plan Regulador Comunal' (licitacion, suspension de plazo por espera de pronunciamiento SEREMI MINVU, memorandums internos). El estudio del PRC esta AUN EN EJECUCION. Sin contenido normativo.",S3,2026-07-15T08:10:45
buin_c82e2b481b,buin,Ordenanzas Descargadas\1-600\buin_resolucion_478_estudio_capacidad_vial_plan_regulador_comunal__TC%20478.pdf,ESCANEADO,1,no,,0,MEDIA,,"Dec.TC 478/2024 Buin: aprueba aumento de plazo (213 dias) del contrato 'Estudio Capacidad Vial Plan Regulador Comunal' con UTP Aristo Consultores. Puro tramite de gestion contractual, el estudio aun no concluye.",S3,2026-07-15T08:10:45
buin_d7f6802781,buin,Ordenanzas Descargadas\1-600\buin_resolucion_395_estudio_de_capacidad_vial_plan_regulador_comunal__TC%20395.pdf,ESCANEADO,1,no,,0,ALTA,VISUAL,"BUIN: Decreto TC 395 (22-sep-2023, 1p, escaneado sin OCR): designa al Inspector Tecnico de Servicio (I.T.S.) para la licitacion 'Estudio Capacidad Vial Plan Regulador Comunal' (adjudicada a UTP Aristo Consultores-Faseuno Consultores). Es tramite administrativo de designacion de personal, no contiene normas. Verificado visualmente.",S1,2026-07-15T08:11:28
buin_da6714a576,buin,Ordenanzas Descargadas\1-600\buin_resolucion_275_estudio_capacidad_vial_plan_regulador_comunal__TC%20275.pdf,ESCANEADO,58,no,,0,ALTA,VISUAL,"BUIN: Decreto TC 275 (58p, escaneado sin OCR), aprueba las BASES ADMINISTRATIVAS Y TECNICAS de la licitacion publica del 'Estudio Capacidad Vial Plan Regulador Comunal' (no es el estudio en si, son las bases del proceso: formatos de declaracion jurada, estados de pago, formulario de oferta economica, clausulas de readjudicacion). 8 paginas repartidas por todo el documento verificadas visualmente: cero cuadros normativos por zona, solo administrativo-contractual.",S1,2026-07-15T08:11:48
buin_f0b012c30a,buin,Ordenanzas Descargadas\1-600\buin_2347_da_inicio_a_proceso_de_invalidacion_de_los_decretos_alcaldicios_correspondi__2496077.pdf,TEXTO,2,no,,0,ALTA,TEXTO,"BUIN: Diario Oficial 27-may-2024, decreto 1789 que DA INICIO AL PROCESO DE INVALIDACION de los decretos 2202/2388/3400 de 2023 (imagen objetivo y consulta publica del PRC), porque la Seremi Minvu observo incumplimiento de plazos del art 28 octies LGUC / 2.1.5 OGUC en las publicaciones. Tramite administrativo puro, 2 pags leidas, sin normas urbanisticas.",S1,2026-07-14T13:02:31
bulnes_efed871fcb,bulnes,Ordenanzas ordenadas\OCR ok\bulnes_125_promulgacion_del_plan_regulador_comuna_de_bulnes__PUBLICACIoN_D.O._PRC_BULNES_06.10.2015.pdf,MIXTO,8,si,5-8,4,ALTA,TEXTO+VISUAL,"Trampa BCN/DO confirmada por render (texto solo trae encabezado ZONA X, sin valores). Pag5 Titulo V Normas Urbanisticas Art.9 Zonificacion: tabla ZHMC (usos+condiciones subdivision/edificacion: superficie predial min, COS, coef.constructibilidad, altura max, agrupamiento, antejardin, distanciamiento, densidad). Pag6 continua ZH-1,ZH-2,ZH-3,ZHMP,ZES,ZED,ZCU. Pag7 continua ZE,ZPU,ZET,ZPI-1,ZPI-2,ZIS (ultima zona). Pag8 Titulo VI Inmuebles Conservacion Historica (3 inmuebles) + tablas vialidad remanentes, luego cambia a decreto no relacionado Ministerio Hacienda. Pag3-4 son limite urbano/vialidad estructurante, distintos de normas por zona, excluidas.",Ordenanzas S5,2026-07-15T07:48:51
cabildo_2e111086fa,cabildo,Ordenanzas Descargadas\1-600\cabildo_1349_aprueba_enmienda_no_1_al_plan_regulador_comunal_de_cabildo__Enmienda Nro 1 Plan Regulador comunal de Cabildo.pdf,TEXTO,3,si,2-2,1,ALTA,TEXTO,"Enmienda N1 PRC Cabildo, zona unica Z H2 B. Norma en TEXTO como articulo por letras a-h (predial min 200 m2, frente 10 m, ocupacion 0,6, constructibilidad 1,0, densidad 60 viv/ha, agrupamiento aislada/pareada/continua, antejardin 1,5 m, altura art.2.6.3 OGUC). No es cuadro visual: se transcribe directo del texto. p3 es solo plano de emplazamiento + firmas.",S2,2026-07-14T13:04:39
calbuco_10fe6066d3,calbuco,Ordenanzas ordenadas\OCR ok\calbuco_4077_aprueba_enmienda_012018_al_plan_regulador_comunal_de_calbuco_sector_15_de_s__Exportar.pdf,TEXTO,3,si,2-2,1,ALTA,TEXTO+VISUAL,"Enmienda 01/2018 PRC Calbuco (sector 15 de Septiembre). SOLO usos de suelo: agrega usos permitidos (comercio, culto y cultura, deporte, educacion, social) a la zona ZI-1 ya vigente; NO toca predial/ocupacion/constructibilidad/altura/densidad/antejardin. Cuenta como norma (usos de suelo). p3 es plano + tabla de coordenadas UTM del poligono, NO normas.",S2,2026-07-14T13:04:39
caldera_07542b5138,caldera,Ordenanzas Descargadas\1-600\caldera_2827_aprueba_plano_seccional_y_enmiendas_al_plan_regulador_comunal__Exportar.pdf,MIXTO,51,si,"13-34,41-42",24,ALTA,TEXTO+VISUAL,"Trampa MIXTO Caldera confirmada (texto pag14-32 solo encabezado/footer LeyChile). Render pag13,14,17,20,23,26,29,32,33,34,41,42: tablas de zona (usos permitidos + condiciones subdivision/edificacion: COS, coef.constructibilidad, altura max, agrupamiento, antejardin, densidad) cubriendo U-2 a U-23 (22 zonas) entre pag14-33; pag34 cola de U-23 antes de prosa real (areas restringidas/riesgo). Pag13 encabezado Art.21 ZONA U-1 remite a Cap.V sin tabla propia. Tabla adicional: Art.25 pag41-42 ZONA ZCH (Conservacion Historica Guillermo Wheelwright), confirmada visualmente pag42. Paginas 37,38,44,47,48,50 revisadas: prosa real zonas proteccion costera (R-1 a R-4,S-1,P-1), listado inmuebles patrimoniales no tabular, tablas vialidad/estacionamiento excluidas (no son normas de zona). NOTA: mismo PRC de caldera_628fd5cd2b (otra version/vigencia), tablas de zona se solapan en contenido.",Ordenanzas S5,2026-07-15T07:51:15
caldera_433ffc94e7,caldera,Ordenanzas ordenadas\OCR ok\caldera_718_aprueba_modificacion_a_los_planes_reguladores_de_caldera_y_copiapo_sector_ba__Exportar.pdf,TEXTO,29,si,11-25,15,ALTA,TEXTO+VISUAL,"Modif. PRC intercomunal Caldera-Copiapo, sector Bahia Salado. Cap.IV Normas Especificas de las Zonas (art.28-46). NO es la trampa JPEG: las tablas estan en TEXTO PLANO tabulado, pdftotext las saca enteras (verificado con render de p11,13,16,25,28). 11 zonas urbanas con norma completa (UBS-1U/1T/1B/1V/1E/1M/1P/1AI/1CP, UBS-2, UBS-RS): usos permitidos-no permitidos + intensidad de ocupacion (densidad, coef constructibilidad, % ocupacion, predio minimo, agrupamiento). p25: RBS-1 solo cuadro de usos. p26-28 descriptivas sin cuadro. OJO: los FIGURA/VER DIARIO OFICIAL tras cada zona son el PLANO, no la tabla.",S2,2026-07-14T13:06:39
